condition,seed,subset,threat_model,attack_model,feature_set,n,members,nonmembers,mia_auc,mia_advantage,mia_balanced_accuracy,mia_precision,mia_recall,tpr_at_1pct_fpr,tpr_at_5pct_fpr,operating_threshold,shadow_calibration_auc,analysis_role,run_source,formal_dp,target_epsilon,actual_epsilon,delta,noise_multiplier
dp_eps_2,52,overall,score_only_black_box,logistic_regression,prob_attack,25194,12597,12597,0.5036694121600819,0.0119869810272287,0.5013495276653172,0.5013425999052282,0.5039295070254822,0.0,0.0,0.4998017801421607,0.5018781072656153,primary,trained_experiment_06,True,2.0,1.999037532733395,1.134031140495118e-05,0.88134765625
dp_eps_2,52,overall,label_aware_audit,loss_threshold,loss,25194,12597,12597,0.5015533693672451,0.0119869810272287,0.4998809240295309,0.4998660355452353,0.4443121378105898,0.0,0.0,-1.6808652e-05,0.4970485139461295,primary,trained_experiment_06,True,2.0,1.999037532733395,1.134031140495118e-05,0.88134765625
non_private,62,overall,score_only_black_box,logistic_regression,prob_attack,25194,12597,12597,0.5005401790922005,0.0072239422084623,0.499801540049218,0.499829502830253,0.5818051917123125,0.0014289116456299,0.0275462411685321,0.4998595690083396,0.5009336124463495,primary,trained_experiment_06,False,,,,
non_private,62,overall,label_aware_audit,loss_threshold,loss,25194,12597,12597,0.5002335705204662,0.00801778201159,0.5000793839803128,0.5000699300699301,0.5676748432166389,0.0,0.0,-1.4543639e-05,0.4997894100157125,primary,trained_experiment_06,False,,,,
dp_eps_4,62,overall,score_only_black_box,logistic_regression,prob_attack,25194,12597,12597,0.502695214373581,0.0108756053028498,0.5009129157735969,0.5009091627796664,0.502976899261729,0.0,0.0,0.4998558078738151,0.501753946133048,primary,trained_experiment_06,True,4.0,3.9982670408726286,1.134031140495118e-05,0.6817626953125
dp_eps_4,62,overall,label_aware_audit,loss_threshold,loss,25194,12597,12597,0.5009065320336543,0.0110343732634754,0.5027387473207907,0.5039271485486625,0.3514328808446455,0.0,0.0,-7.5102134e-06,0.4981167004499127,primary,trained_experiment_06,True,4.0,3.9982670408726286,1.134031140495118e-05,0.6817626953125
dp_eps_2,62,overall,score_only_black_box,logistic_regression,prob_attack,25194,12597,12597,0.503180265176524,0.0108756053028498,0.5014289116456299,0.5014126510751844,0.5071842502183059,0.0,0.0,0.4998017801421607,0.5018781072656153,primary,trained_experiment_06,True,2.0,1.999037532733395,1.134031140495118e-05,0.88134765625
dp_eps_2,62,overall,label_aware_audit,loss_threshold,loss,25194,12597,12597,0.5004795430154704,0.0108756053028498,0.5015082956259427,0.5019995790359925,0.3786615860919266,0.0,0.0,-1.6808652e-05,0.4970485139461295,primary,trained_experiment_06,True,2.0,1.999037532733395,1.134031140495118e-05,0.88134765625
non_private,72,overall,score_only_black_box,logistic_regression,prob_attack,25194,12597,12597,0.5027829388078069,0.0077002460903389,0.4993252361673415,0.4993719057119633,0.5364769389537192,0.0,0.0,0.4998595690083396,0.5009336124463495,primary,trained_experiment_06,False,,,,
non_private,72,overall,label_aware_audit,loss_threshold,loss,25194,12597,12597,0.5013666402475621,0.0049218067793919,0.4999603080098436,0.4999681751638979,0.623561165356831,0.0,0.0,-1.4543639e-05,0.4997894100157125,primary,trained_experiment_06,False,,,,
dp_eps_4,72,overall,score_only_black_box,logistic_regression,prob_attack,25194,12597,12597,0.5032602856402862,0.0095260776375327,0.5009922997539097,0.5009820095844135,0.5062316424545527,0.0,0.0,0.4998558078738151,0.501753946133048,primary,trained_experiment_06,True,4.0,3.9982670408726286,1.134031140495118e-05,0.6817626953125
dp_eps_4,72,overall,label_aware_audit,loss_threshold,loss,25194,12597,12597,0.5014232242563919,0.0096848455981582,0.4995633881082797,0.4994801020890443,0.4194649519726919,0.0,0.0,-7.5102134e-06,0.4981167004499127,primary,trained_experiment_06,True,4.0,3.9982670408726286,1.134031140495118e-05,0.6817626953125
dp_eps_2,72,overall,score_only_black_box,logistic_regression,prob_attack,25194,12597,12597,0.5033345556966469,0.0103993014209732,0.5007541478129713,0.5007420135905647,0.508930697785187,0.0,0.0,0.4998017801421607,0.5018781072656153,primary,trained_experiment_06,True,2.0,1.999037532733395,1.134031140495118e-05,0.88134765625
dp_eps_2,72,overall,label_aware_audit,loss_threshold,loss,25194,12597,12597,0.5015296965942003,0.0103993014209732,0.4994840041279669,0.4993967517401392,0.4271651980630309,0.0,0.0,-1.6808652e-05,0.4970485139461295,primary,trained_experiment_06,True,2.0,1.999037532733395,1.134031140495118e-05,0.88134765625
non_private,82,overall,score_only_black_box,logistic_regression,prob_attack,25194,12597,12597,0.5016010741168655,0.0096848455981582,0.499801540049218,0.4998100448294202,0.52218782249742,0.0,0.0,0.4998595690083396,0.5009336124463495,primary,trained_experiment_06,False,,,,
non_private,82,overall,label_aware_audit,loss_threshold,loss,25194,12597,12597,0.499024655282927,0.0088910057950306,0.5038501230451695,0.5033455197627096,0.5792649043423037,0.0,0.0,-1.4543639e-05,0.4997894100157125,primary,trained_experiment_06,False,,,,
dp_eps_4,82,overall,score_only_black_box,logistic_regression,prob_attack,25194,12597,12597,0.5031040951225397,0.0109549892831626,0.5011510677145352,0.501130604288499,0.5102008414701913,0.0,0.0,0.4998558078738151,0.501753946133048,primary,trained_experiment_06,True,4.0,3.9982670408726286,1.134031140495118e-05,0.6817626953125
dp_eps_4,82,overall,label_aware_audit,loss_threshold,loss,25194,12597,12597,0.5020128505504281,0.0107962213225371,0.5005556878621894,0.5007085020242915,0.3927125506072874,0.0,0.0,-7.5102134e-06,0.4981167004499127,primary,trained_experiment_06,True,4.0,3.9982670408726286,1.134031140495118e-05,0.6817626953125
dp_eps_2,82,overall,score_only_black_box,logistic_regression,prob_attack,25194,12597,12597,0.5032413108713157,0.012225132968167,0.5019052155275066,0.501848998459168,0.5171072477574026,0.0,0.0,0.4998017801421607,0.5018781072656153,primary,trained_experiment_06,True,2.0,1.999037532733395,1.134031140495118e-05,0.88134765625
dp_eps_2,82,overall,label_aware_audit,loss_threshold,loss,25194,12597,12597,0.5021418550325256,0.0120663650075414,0.5002778439310946,0.5003458839806305,0.4019210923235691,0.0,0.0,-1.6808652e-05,0.4970485139461295,primary,trained_experiment_06,True,2.0,1.999037532733395,1.134031140495118e-05,0.88134765625
